secname,filename,entitytype,assetclass,reportdate,url
Nissan Auto Receivables 2023-A Owner Trust,Nissan_Auto_Receivables_2023-A_Owner_Trust_20251119_0001193125-25-287240.xml,Trust,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287240/narot23aex102_1114-1537.xml
NISSAN AUTO RECEIVABLES Co II LLC,NISSAN_AUTO_RECEIVABLES_Co_II_LLC_20251119_0001193125-25-287240.xml,Depositor,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287240/narot23aex102_1114-1537.xml
Nissan Auto Receivables 2022-B Owner Trust,Nissan_Auto_Receivables_2022-B_Owner_Trust_20251119_0001193125-25-287239.xml,Trust,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287239/narot22bex102_1114-1532.xml
NISSAN AUTO RECEIVABLES Co II LLC,NISSAN_AUTO_RECEIVABLES_Co_II_LLC_20251119_0001193125-25-287239.xml,Depositor,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287239/narot22bex102_1114-1532.xml
Nissan Auto Receivables 2022-A Owner Trust,Nissan_Auto_Receivables_2022-A_Owner_Trust_20251119_0001193125-25-287238.xml,Trust,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287238/narot22aex102_1114-1530.xml
NISSAN AUTO RECEIVABLES Co II LLC,NISSAN_AUTO_RECEIVABLES_Co_II_LLC_20251119_0001193125-25-287238.xml,Depositor,Auto Loans,20251119,https://www.sec.gov/Archives/edgar/data/1129068/000119312525287238/narot22aex102_1114-1530.xml
Nissan Auto Lease Trust 2025-A,Nissan_Auto_Lease_Trust_2025-A_20251119_0001193125-25-287224.xml,Trust,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287224/nalt25aex102_1114-1313.xml
NISSAN AUTO LEASING LLC II,NISSAN_AUTO_LEASING_LLC_II_20251119_0001193125-25-287224.xml,Depositor,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287224/nalt25aex102_1114-1313.xml
Nissan Auto Lease Trust 2024-B,Nissan_Auto_Lease_Trust_2024-B_20251119_0001193125-25-287222.xml,Trust,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287222/nalt24bex102_1114-1310.xml
NISSAN AUTO LEASING LLC II,NISSAN_AUTO_LEASING_LLC_II_20251119_0001193125-25-287222.xml,Depositor,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287222/nalt24bex102_1114-1310.xml
Nissan Auto Lease Trust 2025-B,Nissan_Auto_Lease_Trust_2025-B_20251119_0001193125-25-287221.xml,Trust,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287221/nalt25bex102_1114-1317.xml
NISSAN AUTO LEASING LLC II,NISSAN_AUTO_LEASING_LLC_II_20251119_0001193125-25-287221.xml,Depositor,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287221/nalt25bex102_1114-1317.xml
Nissan Auto Lease Trust 2024-A,Nissan_Auto_Lease_Trust_2024-A_20251119_0001193125-25-287220.xml,Trust,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287220/nalt24aex102_1114-1308.xml
NISSAN AUTO LEASING LLC II,NISSAN_AUTO_LEASING_LLC_II_20251119_0001193125-25-287220.xml,Depositor,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287220/nalt24aex102_1114-1308.xml
Nissan Auto Lease Trust 2023-B,Nissan_Auto_Lease_Trust_2023-B_20251119_0001193125-25-287219.xml,Trust,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287219/nalt23bex102_1114-1306.xml
NISSAN AUTO LEASING LLC II,NISSAN_AUTO_LEASING_LLC_II_20251119_0001193125-25-287219.xml,Depositor,Auto Leases,20251119,https://www.sec.gov/Archives/edgar/data/1244832/000119312525287219/nalt23bex102_1114-1306.xml
Ford Credit Auto Owner Trust 2025-B,Ford_Credit_Auto_Owner_Trust_2025-B_20251118_0002082903-25-000006.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2082903/000208290325000006/autoloanmonthlydeal1204pool.xml
Ford Credit Auto Lease Trust 2025-B,Ford_Credit_Auto_Lease_Trust_2025-B_20251118_0002076811-25-000017.xml,Trust,Auto Leases,20251118,https://www.sec.gov/Archives/edgar/data/2076811/000207681125000017/autoleasemonthlydeal1195pool.xml
Ford Credit Auto Owner Trust 2025-A,Ford_Credit_Auto_Owner_Trust_2025-A_20251118_0002057342-25-000033.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2057342/000205734225000033/autoloanmonthlydeal1183pool.xml
Ford Credit Auto Lease Trust 2025-A,Ford_Credit_Auto_Lease_Trust_2025-A_20251118_0002048913-25-000042.xml,Trust,Auto Leases,20251118,https://www.sec.gov/Archives/edgar/data/2048913/000204891325000042/autoleasemonthlydeal1179pool.xml
Ford Credit Auto Owner Trust 2024-D,Ford_Credit_Auto_Owner_Trust_2024-D_20251118_0002042453-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2042453/000204245325000047/autoloanmonthlydeal1174pool.xml
Ford Credit Auto Owner Trust 2024-C,Ford_Credit_Auto_Owner_Trust_2024-C_20251118_0002033921-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2033921/000203392125000047/autoloanmonthlydeal1169pool.xml
Ford Credit Auto Lease Trust 2024-B,Ford_Credit_Auto_Lease_Trust_2024-B_20251118_0002029654-25-000048.xml,Trust,Auto Leases,20251118,https://www.sec.gov/Archives/edgar/data/2029654/000202965425000048/autoleasemonthlydeal1165pool.xml
Ford Credit Auto Owner Trust 2024-B,Ford_Credit_Auto_Owner_Trust_2024-B_20251118_0002023756-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2023756/000202375625000047/autoloanmonthlydeal1161pool.xml
Ford Credit Auto Owner Trust 2024-A,Ford_Credit_Auto_Owner_Trust_2024-A_20251118_0002014176-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/2014176/000201417625000047/autoloanmonthlydeal1153pool.xml
Ford Credit Auto Lease Trust 2024-A,Ford_Credit_Auto_Lease_Trust_2024-A_20251118_0002006933-25-000047.xml,Trust,Auto Leases,20251118,https://www.sec.gov/Archives/edgar/data/2006933/000200693325000047/autoleasemonthlydeal1148pool.xml
Ford Credit Auto Owner Trust 2023-C,Ford_Credit_Auto_Owner_Trust_2023-C_20251118_0001998559-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1998559/000199855925000047/autoloanmonthlydeal1144pool.xml
Ford Credit Auto Lease Trust 2023-B,Ford_Credit_Auto_Lease_Trust_2023-B_20251118_0001991085-25-000049.xml,Trust,Auto Leases,20251118,https://www.sec.gov/Archives/edgar/data/1991085/000199108525000049/autoleasemonthlydeal1140pool.xml
Ford Credit Auto Owner Trust 2023-B,Ford_Credit_Auto_Owner_Trust_2023-B_20251118_0001977224-25-000046.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1977224/000197722425000046/autoloanmonthlydeal1129pool.xml
Ford Credit Auto Owner Trust 2023-A,Ford_Credit_Auto_Owner_Trust_2023-A_20251118_0001967111-25-000046.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1967111/000196711125000046/autoloanmonthlydeal1117pool.xml
Ford Credit Auto Owner Trust 2022-D,Ford_Credit_Auto_Owner_Trust_2022-D_20251118_0001951752-25-000046.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1951752/000195175225000046/autoloanmonthlydeal1105pool.xml
Ford Credit Auto Owner Trust 2022-C,Ford_Credit_Auto_Owner_Trust_2022-C_20251118_0001944485-25-000046.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1944485/000194448525000046/autoloanmonthlydeal1099pool.xml
Ford Credit Auto Owner Trust 2022-B,Ford_Credit_Auto_Owner_Trust_2022-B_20251118_0001931934-25-000047.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1931934/000193193425000047/autoloanmonthlydeal1091pool.xml
Ford Credit Auto Owner Trust 2022-A,Ford_Credit_Auto_Owner_Trust_2022-A_20251118_0001900656-25-000050.xml,Trust,Auto Loans,20251118,https://www.sec.gov/Archives/edgar/data/1900656/000190065625000050/autoloanmonthlydeal1076pool.xml
Benchmark 2022-B32 Mortgage Trust,Benchmark_2022-B32_Mortgage_Trust_20251118_0001888524-25-019619.xml,Trust,CMBS,20251118,https://www.sec.gov/Archives/edgar/data/1900454/000188852425019619/exh_102.xml
CarMax Auto Owner Trust 2025-4,CarMax_Auto_Owner_Trust_2025-4_20251117_0002089777-25-000003.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2089777/000208977725000003/cart20254.xml
CarMax Select Receivables Trust 2025-B,CarMax_Select_Receivables_Trust_2025-B_20251117_0002083722-25-000008.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2083722/000208372225000008/cart2025b.xml
CarMax Auto Owner Trust 2025-3,CarMax_Auto_Owner_Trust_2025-3_20251117_0002074530-25-000018.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2074530/000207453025000018/cart20253.xml
CarMax Auto Owner Trust 2025-2,CarMax_Auto_Owner_Trust_2025-2_20251117_0002063979-25-000033.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2063979/000206397925000033/cart20252.xml
CarMax Select Receivables Trust 2025-A,CarMax_Select_Receivables_Trust_2025-A_20251117_0002057719-25-000040.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2057719/000205771925000040/cart2025a.xml
CarMax Auto Owner Trust 2025-1,CarMax_Auto_Owner_Trust_2025-1_20251117_0002049715-25-000053.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2049715/000204971525000053/cart20251.xml
CarMax Auto Owner Trust 2024-4,CarMax_Auto_Owner_Trust_2024-4_20251117_0002037519-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2037519/000203751925000056/cart20244.xml
CarMax Auto Owner Trust 2024-3,CarMax_Auto_Owner_Trust_2024-3_20251117_0002029255-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2029255/000202925525000056/cart20243.xml
CarMax Select Receivables Trust 2024-A,CarMax_Select_Receivables_Trust_2024-A_20251117_0002025329-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2025329/000202532925000056/cart2024a.xml
CarMax Auto Owner Trust 2024-2,CarMax_Auto_Owner_Trust_2024-2_20251117_0002016948-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2016948/000201694825000056/cart20242.xml
CarMax Auto Owner Trust 2024-1,CarMax_Auto_Owner_Trust_2024-1_20251117_0002003263-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/2003263/000200326325000056/cart20241.xml
CarMax Auto Owner Trust 2023-4,CarMax_Auto_Owner_Trust_2023-4_20251117_0001995430-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1995430/000199543025000056/cart20234.xml
CarMax Auto Owner Trust 2023-3,CarMax_Auto_Owner_Trust_2023-3_20251117_0001980857-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1980857/000198085725000056/cart20233.xml
CarMax Auto Owner Trust 2023-2,CarMax_Auto_Owner_Trust_2023-2_20251117_0001969339-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1969339/000196933925000056/cart20232.xml
CarMax Auto Owner Trust 2023-1,CarMax_Auto_Owner_Trust_2023-1_20251117_0001959426-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1959426/000195942625000056/cart20231.xml
CarMax Auto Owner Trust 2022-4,CarMax_Auto_Owner_Trust_2022-4_20251117_0001946521-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1946521/000194652125000056/cart20224.xml
CarMax Auto Owner Trust 2022-3,CarMax_Auto_Owner_Trust_2022-3_20251117_0001934479-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1934479/000193447925000056/cart20223.xml
CarMax Auto Owner Trust 2022-2,CarMax_Auto_Owner_Trust_2022-2_20251117_0001921745-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1921745/000192174525000056/cart20222.xml
CarMax Auto Owner Trust 2022-1,CarMax_Auto_Owner_Trust_2022-1_20251117_0001899236-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1899236/000189923625000056/cart20221.xml
CarMax Auto Owner Trust 2021-4,CarMax_Auto_Owner_Trust_2021-4_20251117_0001879747-25-000056.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1879747/000187974725000056/cart20214.xml
Capital One Prime Auto Receivables Trust 2024-1,Capital_One_Prime_Auto_Receivables_Trust_2024-1_20251117_0001193125-25-284143.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284143/copart241ex102_1114-1558.xml
Capital One Auto Receivables LLC,Capital_One_Auto_Receivables_LLC_20251117_0001193125-25-284143.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284143/copart241ex102_1114-1558.xml
Capital One Prime Auto Receivables Trust 2023-2,Capital_One_Prime_Auto_Receivables_Trust_2023-2_20251117_0001193125-25-284133.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284133/copart232ex102_1114-1541.xml
Capital One Auto Receivables LLC,Capital_One_Auto_Receivables_LLC_20251117_0001193125-25-284133.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284133/copart232ex102_1114-1541.xml
Capital One Prime Auto Receivables Trust 2023-1,Capital_One_Prime_Auto_Receivables_Trust_2023-1_20251117_0001193125-25-284124.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284124/copart231ex102_1114-1523.xml
Capital One Auto Receivables LLC,Capital_One_Auto_Receivables_LLC_20251117_0001193125-25-284124.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284124/copart231ex102_1114-1523.xml
Capital One Prime Auto Receivables Trust 2022-2,Capital_One_Prime_Auto_Receivables_Trust_2022-2_20251117_0001193125-25-284117.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284117/copart222ex102_1114-1641.xml
Capital One Auto Receivables LLC,Capital_One_Auto_Receivables_LLC_20251117_0001193125-25-284117.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284117/copart222ex102_1114-1641.xml
Capital One Prime Auto Receivables Trust 2022-1,Capital_One_Prime_Auto_Receivables_Trust_2022-1_20251117_0001193125-25-284094.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284094/copart221ex102_1114-1425.xml
Capital One Auto Receivables LLC,Capital_One_Auto_Receivables_LLC_20251117_0001193125-25-284094.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1133438/000119312525284094/copart221ex102_1114-1425.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283577.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283577/sdart251ex102.xml
Santander Drive Auto Receivables Trust 2025-1,Santander_Drive_Auto_Receivables_Trust_2025-1_20251117_0001193125-25-283577.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283577/sdart251ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283576.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283576/sdart253ex102.xml
Santander Drive Auto Receivables Trust 2025-3,Santander_Drive_Auto_Receivables_Trust_2025-3_20251117_0001193125-25-283576.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283576/sdart253ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283575.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283575/sdart252ex102.xml
Santander Drive Auto Receivables Trust 2025-2,Santander_Drive_Auto_Receivables_Trust_2025-2_20251117_0001193125-25-283575.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283575/sdart252ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283557.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283557/sdart245ex102.xml
Santander Drive Auto Receivables Trust 2024-5,Santander_Drive_Auto_Receivables_Trust_2024-5_20251117_0001193125-25-283557.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283557/sdart245ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283556.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283556/sdart244ex102.xml
Santander Drive Auto Receivables Trust 2024-4,Santander_Drive_Auto_Receivables_Trust_2024-4_20251117_0001193125-25-283556.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283556/sdart244ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283554.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283554/sdart243ex102.xml
Santander Drive Auto Receivables Trust 2024-3,Santander_Drive_Auto_Receivables_Trust_2024-3_20251117_0001193125-25-283554.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283554/sdart243ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283544.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283544/sdart242ex102.xml
Santander Drive Auto Receivables Trust 2024-2,Santander_Drive_Auto_Receivables_Trust_2024-2_20251117_0001193125-25-283544.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283544/sdart242ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283543.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283543/sdart241ex102.xml
Santander Drive Auto Receivables Trust 2024-1,Santander_Drive_Auto_Receivables_Trust_2024-1_20251117_0001193125-25-283543.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283543/sdart241ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283541.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283541/sdart235ex102.xml
Santander Drive Auto Receivables Trust 2023-5,Santander_Drive_Auto_Receivables_Trust_2023-5_20251117_0001193125-25-283541.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283541/sdart235ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283540.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283540/sdart236ex102.xml
Santander Drive Auto Receivables Trust 2023-6,Santander_Drive_Auto_Receivables_Trust_2023-6_20251117_0001193125-25-283540.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283540/sdart236ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283529.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283529/sdart233ex102.xml
Santander Drive Auto Receivables Trust 2023-3,Santander_Drive_Auto_Receivables_Trust_2023-3_20251117_0001193125-25-283529.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283529/sdart233ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283528.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283528/sdart232ex102.xml
Santander Drive Auto Receivables Trust 2023-2,Santander_Drive_Auto_Receivables_Trust_2023-2_20251117_0001193125-25-283528.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283528/sdart232ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283527.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283527/sdart234ex102.xml
Santander Drive Auto Receivables Trust 2023-4,Santander_Drive_Auto_Receivables_Trust_2023-4_20251117_0001193125-25-283527.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283527/sdart234ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283526.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283526/sdart231ex102.xml
Santander Drive Auto Receivables Trust 2023-1,Santander_Drive_Auto_Receivables_Trust_2023-1_20251117_0001193125-25-283526.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283526/sdart231ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283495.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283495/sdart225ex102.xml
Santander Drive Auto Receivables Trust 2022-5,Santander_Drive_Auto_Receivables_Trust_2022-5_20251117_0001193125-25-283495.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283495/sdart225ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283494.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283494/sdart226ex102.xml
Santander Drive Auto Receivables Trust 2022-6,Santander_Drive_Auto_Receivables_Trust_2022-6_20251117_0001193125-25-283494.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283494/sdart226ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283492.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283492/sdart227ex102.xml
Santander Drive Auto Receivables Trust 2022-7,Santander_Drive_Auto_Receivables_Trust_2022-7_20251117_0001193125-25-283492.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283492/sdart227ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283469.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283469/sdart224ex102.xml
Santander Drive Auto Receivables Trust 2022-4,Santander_Drive_Auto_Receivables_Trust_2022-4_20251117_0001193125-25-283469.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283469/sdart224ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283468.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283468/sdart222ex102.xml
Santander Drive Auto Receivables Trust 2022-2,Santander_Drive_Auto_Receivables_Trust_2022-2_20251117_0001193125-25-283468.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283468/sdart222ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283467.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283467/sdart223ex102.xml
Santander Drive Auto Receivables Trust 2022-3,Santander_Drive_Auto_Receivables_Trust_2022-3_20251117_0001193125-25-283467.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283467/sdart223ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283433.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283433/sdart214ex102.xml
Santander Drive Auto Receivables Trust 2021-4,Santander_Drive_Auto_Receivables_Trust_2021-4_20251117_0001193125-25-283433.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283433/sdart214ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283432.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283432/sdart211ex102.xml
Santander Drive Auto Receivables Trust 2021-1,Santander_Drive_Auto_Receivables_Trust_2021-1_20251117_0001193125-25-283432.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283432/sdart211ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283431.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283431/sdart204ex102.xml
Santander Drive Auto Receivables Trust 2020-4,Santander_Drive_Auto_Receivables_Trust_2020-4_20251117_0001193125-25-283431.xml,Trust,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283431/sdart204ex102.xml
SANTANDER DRIVE AUTO RECEIVABLES LLC,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_20251117_0001193125-25-283416.xml,Depositor,Auto Loans,20251117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525283416/drive242ex102.xml
