secname,filename,entitytype,assetclass,reportdate,url
Benchmark 2022-B34 Mortgage Trust,Benchmark_2022-B34_Mortgage_Trust_20260327_0001888524-26-005720.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1912509/000188852426005720/exh_102.xml
CITIGROUP COMMERCIAL MORTGAGE TRUST 2017-P7,CITIGROUP_COMMERCIAL_MORTGAGE_TRUST_2017-P7_20260327_0001628297-26-000218.xml,Trust,CMBS,20260327,https://www.sec.gov/Archives/edgar/data/1700668/000162829726000218/ex102.xml
Toyota Auto Receivables 2026-A Owner Trust,Toyota_Auto_Receivables_2026-A_Owner_Trust_20260327_0001193125-26-128096.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2099539/000119312526128096/taot26aex102.xml
Toyota Auto Receivables 2025-D Owner Trust,Toyota_Auto_Receivables_2025-D_Owner_Trust_20260327_0001193125-26-128025.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2063141/000119312526128025/taot25dex102.xml
Toyota Auto Receivables 2025-B Owner Trust,Toyota_Auto_Receivables_2025-B_Owner_Trust_20260327_0001193125-26-128023.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2058316/000119312526128023/taot25bex102.xml
Toyota Auto Receivables 2025-A Owner Trust,Toyota_Auto_Receivables_2025-A_Owner_Trust_20260327_0001193125-26-128020.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2047571/000119312526128020/taot25aex102.xml
Toyota Auto Receivables 2025-C Owner Trust,Toyota_Auto_Receivables_2025-C_Owner_Trust_20260327_0001193125-26-128019.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2063142/000119312526128019/taot25cex102.xml
Toyota Auto Receivables 2024-D Owner Trust,Toyota_Auto_Receivables_2024-D_Owner_Trust_20260327_0001193125-26-127965.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2036936/000119312526127965/taot24dex102.xml
Toyota Auto Receivables 2024-C Owner Trust,Toyota_Auto_Receivables_2024-C_Owner_Trust_20260327_0001193125-26-127964.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2026605/000119312526127964/taot24cex102.xml
Toyota Auto Receivables 2024-A Owner Trust,Toyota_Auto_Receivables_2024-A_Owner_Trust_20260327_0001193125-26-127963.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2002262/000119312526127963/taot24aex102.xml
Toyota Auto Receivables 2024-B Owner Trust,Toyota_Auto_Receivables_2024-B_Owner_Trust_20260327_0001193125-26-127962.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/2012786/000119312526127962/taot24bex102.xml
Toyota Auto Receivables 2023-B Owner Trust,Toyota_Auto_Receivables_2023-B_Owner_Trust_20260327_0001193125-26-127912.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1973043/000119312526127912/taot23bex102.xml
Toyota Auto Receivables 2023-C Owner Trust,Toyota_Auto_Receivables_2023-C_Owner_Trust_20260327_0001193125-26-127911.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1984199/000119312526127911/taot23cex102.xml
Toyota Auto Receivables 2023-A Owner Trust,Toyota_Auto_Receivables_2023-A_Owner_Trust_20260327_0001193125-26-127909.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1955778/000119312526127909/taot23aex102.xml
Toyota Auto Receivables 2023-D Owner Trust,Toyota_Auto_Receivables_2023-D_Owner_Trust_20260327_0001193125-26-127908.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1994222/000119312526127908/taot23dex102.xml
Toyota Auto Receivables 2022-D Owner Trust,Toyota_Auto_Receivables_2022-D_Owner_Trust_20260327_0001193125-26-127865.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1946790/000119312526127865/taot22dex102.xml
Toyota Auto Receivables 2022-C Owner Trust,Toyota_Auto_Receivables_2022-C_Owner_Trust_20260327_0001193125-26-127864.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1933877/000119312526127864/taot22cex102.xml
Toyota Auto Receivables 2022-B Owner Trust,Toyota_Auto_Receivables_2022-B_Owner_Trust_20260327_0001193125-26-127862.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1914281/000119312526127862/taot22bex102.xml
Toyota Auto Receivables 2022-A Owner Trust,Toyota_Auto_Receivables_2022-A_Owner_Trust_20260327_0001193125-26-127860.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1897392/000119312526127860/taot22aex102.xml
World Omni Automobile Lease Securitization Trust 2025-A,World_Omni_Automobile_Lease_Securitization_Trust_2025-A_20260327_0001104659-26-035639.xml,Trust,Auto Leases,20260327,https://www.sec.gov/Archives/edgar/data/1439697/000110465926035639/wols2025aex102jfeb26.xml
World Omni Auto Leasing LLC,World_Omni_Auto_Leasing_LLC_20260327_0001104659-26-035639.xml,Depositor,Auto Leases,20260327,https://www.sec.gov/Archives/edgar/data/1439697/000110465926035639/wols2025aex102jfeb26.xml
World Omni Automobile Lease Securitization Trust 2024-A,World_Omni_Automobile_Lease_Securitization_Trust_2024-A_20260327_0001104659-26-035637.xml,Trust,Auto Leases,20260327,https://www.sec.gov/Archives/edgar/data/1439697/000110465926035637/wols2024aex102feb26.xml
World Omni Auto Leasing LLC,World_Omni_Auto_Leasing_LLC_20260327_0001104659-26-035637.xml,Depositor,Auto Leases,20260327,https://www.sec.gov/Archives/edgar/data/1439697/000110465926035637/wols2024aex102feb26.xml
World Omni Select Auto Trust 2025-A,World_Omni_Select_Auto_Trust_2025-A_20260327_0001104659-26-035635.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035635/wosat2025aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035635.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035635/wosat2025aex102feb26.xml
World Omni Select Auto Trust 2024-A,World_Omni_Select_Auto_Trust_2024-A_20260327_0001104659-26-035624.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035624/wosat2024aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035624.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035624/wosat2024aex102feb26.xml
World Omni Select Auto Trust 2023-A,World_Omni_Select_Auto_Trust_2023-A_20260327_0001104659-26-035620.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035620/wosat2023aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035620.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035620/wosat2023aex102feb26.xml
World Omni Auto Receivables Trust 2026-A,World_Omni_Auto_Receivables_Trust_2026-A_20260327_0001104659-26-035617.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035617/woart2026aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035617.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035617/woart2026aex102feb26.xml
World Omni Auto Receivables Trust 2026-A,World_Omni_Auto_Receivables_Trust_2026-A_20260327_0001104659-26-035613.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035613/woart2026aex102jan26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035613.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035613/woart2026aex102jan26.xml
World Omni Auto Receivables Trust 2025-D,World_Omni_Auto_Receivables_Trust_2025-D_20260327_0001104659-26-035609.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035609/woart2025dex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035609.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035609/woart2025dex102feb26.xml
World Omni Auto Receivables Trust 2025-C,World_Omni_Auto_Receivables_Trust_2025-C_20260327_0001104659-26-035596.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035596/woart2025cex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035596.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035596/woart2025cex102feb26.xml
World Omni Auto Receivables Trust 2025-B,World_Omni_Auto_Receivables_Trust_2025-B_20260327_0001104659-26-035590.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035590/woart2025bex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035590.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035590/woart2025bex102feb26.xml
World Omni Auto Receivables Trust 2025-A,World_Omni_Auto_Receivables_Trust_2025-A_20260327_0001104659-26-035585.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035585/woart2025aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035585.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035585/woart2025aex102feb26.xml
World Omni Auto Receivables Trust 2024-C,World_Omni_Auto_Receivables_Trust_2024-C_20260327_0001104659-26-035582.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035582/woart2024cex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035582.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035582/woart2024cex102feb26.xml
World Omni Auto Receivables Trust 2024-B,World_Omni_Auto_Receivables_Trust_2024-B_20260327_0001104659-26-035577.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035577/woart2024bex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035577.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035577/woart2024bex102feb26.xml
World Omni Auto Receivables Trust 2024-A,World_Omni_Auto_Receivables_Trust_2024-A_20260327_0001104659-26-035570.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035570/woart2024aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035570.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035570/woart2024aex102feb26.xml
World Omni Auto Receivables Trust 2023-D,World_Omni_Auto_Receivables_Trust_2023-D_20260327_0001104659-26-035563.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035563/woart2023dex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035563.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035563/woart2023dex102feb26.xml
World Omni Auto Receivables Trust 2023-C,World_Omni_Auto_Receivables_Trust_2023-C_20260327_0001104659-26-035559.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035559/woart2023cex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035559.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035559/woart2023cex102feb26.xml
World Omni Auto Receivables Trust 2023-B,World_Omni_Auto_Receivables_Trust_2023-B_20260327_0001104659-26-035556.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035556/woart2023bex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035556.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035556/woart2023bex102feb26.xml
World Omni Auto Receivables Trust 2023-A,World_Omni_Auto_Receivables_Trust_2023-A_20260327_0001104659-26-035529.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035529/woart2023aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035529.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035529/woart2023aex102feb26.xml
World Omni Auto Receivables Trust 2022-D,World_Omni_Auto_Receivables_Trust_2022-D_20260327_0001104659-26-035527.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035527/woart2022dex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035527.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035527/woart2022dex102feb26.xml
World Omni Auto Receivables Trust 2022-C,World_Omni_Auto_Receivables_Trust_2022-C_20260327_0001104659-26-035525.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035525/woart2022cex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035525.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035525/woart2022cex102feb26.xml
World Omni Auto Receivables Trust 2022-B,World_Omni_Auto_Receivables_Trust_2022-B_20260327_0001104659-26-035524.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035524/woart2022bex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035524.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035524/woart2022bex102feb26.xml
World Omni Auto Receivables Trust 2022-A,World_Omni_Auto_Receivables_Trust_2022-A_20260327_0001104659-26-035522.xml,Trust,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035522/woart2022aex102feb26.xml
WORLD OMNI AUTO RECEIVABLES LLC,WORLD_OMNI_AUTO_RECEIVABLES_LLC_20260327_0001104659-26-035522.xml,Depositor,Auto Loans,20260327,https://www.sec.gov/Archives/edgar/data/1083199/000110465926035522/woart2022aex102feb26.xml
BANK 2019-BNK24,BANK_2019-BNK24_20260326_0001888524-26-005714.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1793165/000188852426005714/exh_102.xml
BANK5 2023-5YR3,BANK5_2023-5YR3_20260326_0001888524-26-005706.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1991524/000188852426005706/exh_102.xml
BANK 2019-BNK18,BANK_2019-BNK18_20260326_0001888524-26-005703.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1774962/000188852426005703/exh_102.xml
BANK 2023-BNK45,BANK_2023-BNK45_20260326_0001888524-26-005695.xml,Depositor,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1958501/000188852426005695/exh_102.xml
BANK 2020-BNK30,BANK_2020-BNK30_20260326_0001888524-26-005693.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1832874/000188852426005693/exh_102.xml
JPMDB Commercial Mortgage Securities Trust 2017-C5,JPMDB_Commercial_Mortgage_Securities_Trust_2017-C5_20260326_0001888524-26-005687.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1699099/000188852426005687/exh_102.xml
BANK 2020-BNK27,BANK_2020-BNK27_20260326_0001888524-26-005685.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1806944/000188852426005685/exh_102.xml
BANK5 2024-5YR8,BANK5_2024-5YR8_20260326_0001888524-26-005679.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/2012481/000188852426005679/exh_102.xml
BANK 2022-BNK39,BANK_2022-BNK39_20260326_0001888524-26-005675.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1902565/000188852426005675/exh_102.xml
BANK 2022-BNK42,BANK_2022-BNK42_20260326_0001888524-26-005673.xml,Depositor,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1926900/000188852426005673/exh_102.xml
Bank of America Merrill Lynch Commercial Mortgage Trust 2017-BNK3,Bank_of_America_Merrill_Lynch_Commercial_Mortgage_Trust_2017-BNK3_20260326_0001888524-26-005670.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1694649/000188852426005670/exh_102.xml
Benchmark 2022-B36 Mortgage Trust,Benchmark_2022-B36_Mortgage_Trust_20260326_0001888524-26-005659.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1927678/000188852426005659/exh_102.xml
BANK 2021-BNK36,BANK_2021-BNK36_20260326_0001888524-26-005656.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1880921/000188852426005656/exh_102.xml
BANK 2019-BNK21,BANK_2019-BNK21_20260326_0001888524-26-005652.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1787490/000188852426005652/exh_102.xml
BANK 2018-BNK15,BANK_2018-BNK15_20260326_0001888524-26-005643.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1756271/000188852426005643/exh_102.xml
BANK 2025-BNK49,BANK_2025-BNK49_20260326_0001888524-26-005641.xml,Depositor,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/2058145/000188852426005641/exh_102.xml
Morgan Stanley Bank of America Merrill Lynch Trust 2025-C35,Morgan_Stanley_Bank_of_America_Merrill_Lynch_Trust_2025-C35_20260326_0001888524-26-005639.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/2067195/000188852426005639/exh_102.xml
Morgan Stanley Bank of America Merrill Lynch Trust 2017-C34,Morgan_Stanley_Bank_of_America_Merrill_Lynch_Trust_2017-C34_20260326_0001888524-26-005637.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1715846/000188852426005637/exh_102.xml
Morgan Stanley Bank of America Merrill Lynch Trust 2016-C32,Morgan_Stanley_Bank_of_America_Merrill_Lynch_Trust_2016-C32_20260326_0001888524-26-005625.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1690577/000188852426005625/exh_102.xml
BANK5 2024-5YR12,BANK5_2024-5YR12_20260326_0001888524-26-005621.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/2044491/000188852426005621/exh_102.xml
BANK 2017-BNK6,BANK_2017-BNK6_20260326_0001888524-26-005619.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1710261/000188852426005619/exh_102.xml
BANK5 2025-5YR16,BANK5_2025-5YR16_20260326_0001888524-26-005610.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/2078775/000188852426005610/exh_102.xml
BANK 2018-BNK12,BANK_2018-BNK12_20260326_0001888524-26-005607.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1739423/000188852426005607/exh_102.xml
BANK 2017-BNK9,BANK_2017-BNK9_20260326_0001888524-26-005601.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/1721373/000188852426005601/exh_102.xml
Benchmark 2020-B20 Mortgage Trust,Benchmark_2020-B20_Mortgage_Trust_20260326_0001888524-26-005569.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1824482/000188852426005569/exh_102.xml
Benchmark 2020-B17 Mortgage Trust,Benchmark_2020-B17_Mortgage_Trust_20260326_0001888524-26-005561.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1802215/000188852426005561/exh_102.xml
JPMCC Commercial Mortgage Securities Trust 2017-JP6,JPMCC_Commercial_Mortgage_Securities_Trust_2017-JP6_20260326_0001888524-26-005558.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1701638/000188852426005558/exh_102.xml
JPMDB Commercial Mortgage Securities Trust 2018-C8,JPMDB_Commercial_Mortgage_Securities_Trust_2018-C8_20260326_0001888524-26-005551.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1735646/000188852426005551/exh_102.xml
BANK5 2024-5YR9,BANK5_2024-5YR9_20260326_0001888524-26-005548.xml,Depositor,Auto Loans,20260326,https://www.sec.gov/Archives/edgar/data/2032772/000188852426005548/exh_102.xml
JPMCC Commercial Mortgage Securities Trust 2017-JP5,JPMCC_Commercial_Mortgage_Securities_Trust_2017-JP5_20260326_0001888524-26-005540.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1695154/000188852426005540/exh_102.xml
Benchmark 2021-B28 Mortgage Trust,Benchmark_2021-B28_Mortgage_Trust_20260326_0001888524-26-005533.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1871630/000188852426005533/exh_102.xml
Benchmark 2021-B24 Mortgage Trust,Benchmark_2021-B24_Mortgage_Trust_20260326_0001888524-26-005531.xml,Trust,CMBS,20260326,https://www.sec.gov/Archives/edgar/data/1844998/000188852426005531/exh_102.xml
